,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,NOC_advantage,Height_div_avg,Weight_div_avg,Age_div_avg
1726,961,"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,0.0,2.9,-4.18,-3.82
1787,989,Gadi Ado,M,20.0,173.0,61.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0,0,0.04,-8.24,-17.02,-4.04
1790,991,Christopher Silas Adolf,M,24.0,168.0,59.0,Palau,PLW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-16.79,-25.27,-1.77
1832,1014,Martin Natchaba Adouna,M,28.0,167.0,68.0,Togo,TOG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.0,-14.69,-10.52,3.42
1994,1103,Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.0,1.58,-10.18,-3.82
2029,1120,"Steven Kirwan ""Steve"" Agar",M,28.0,182.0,72.0,Dominica,DMA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-2.4,-10.43,2.41
2049,1135,Francis Agbo,M,22.0,184.0,66.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,0.07,1.47,-12.56,-2.27
2129,1182,Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.08,-8.42,-15.18,-1.82
2176,1214,Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-4.4,-10.43,-1.59
2251,1246,Florencio Aguilar Mejia,M,32.0,168.0,62.0,Panama,PAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.33,-15.59,-18.31,6.95
2304,1282,Gustavo Hernando Aguirre,M,23.0,185.0,75.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.0,0.21,-9.27,-2.77
2371,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.0,14.67,-6.04,-0.57
2373,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,0.0,14.67,-6.04,-0.57
2374,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,0.0,14.42,-6.08,3.48
2376,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,0,0,0.0,14.42,-6.08,3.48
2377,1326,"Michael Kofi ""Mike"" Ahey",M,32.0,196.0,72.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.0,14.31,-6.52,7.42
2450,1373,Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.0,-7.84,-14.39,-5.39
2473,1384,Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,-1.42,-6.18,1.18
2479,1390,Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-16.51,-20.64,-2.67
2518,1420,Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.0,-7.42,-14.18,-4.82
2534,1426,Aimo Antero Aho,M,29.0,186.0,91.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,0,0,0.14,3.47,12.94,4.73
2575,1441,Erich Ahrendt,M,27.0,174.0,81.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,0,0,0.09,-7.24,2.98,2.96
2631,1476,Mehdi Aidet,M,26.0,172.0,65.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,0,0,0.14,-10.53,-13.56,1.73
2632,1476,Mehdi Aidet,M,30.0,172.0,65.0,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.15,-9.62,-12.12,5.97
2822,1568,William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,0.0,4.47,-20.56,-7.27
2825,1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,185.0,81.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,0.09,3.38,3.88,0.97
2977,1658,Rustam Fahimovych Akhmetov,M,22.0,185.0,74.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,0.27,3.31,-4.52,-2.58
3008,1674,Edward Akika,M,23.0,176.0,66.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-5.33,-12.04,-1.57
3038,1695,Lahcen Samsam Akka,M,22.0,195.0,120.0,Morocco,MAR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,0,0.11,13.67,41.96,-2.57
3039,1695,Lahcen Samsam Akka,M,30.0,195.0,120.0,Morocco,MAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,,0,0,0.13,13.31,41.48,5.42
3051,1702,Eric Akogyiram,M,23.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.59,-12.31,-2.05
3057,1707,Aulis Juhani Akonniemi,M,25.0,184.0,100.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,0.13,2.38,22.88,0.97
3062,1711,Kossi Casimir Akoto,M,23.0,167.0,73.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.0,-16.59,-7.31,-2.05
3064,1711,Kossi Casimir Akoto,M,27.0,167.0,73.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,0.0,-17.4,-9.43,1.41
3069,1715,"Solomon Sunday Osayande ""Sonny Ba"" Akpata",M,27.0,185.0,72.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,0.0,3.67,-6.04,2.43
3103,1734,Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,1,0.31,-9.84,-14.39,-3.39
3105,1734,Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,1,0.32,-9.53,-11.56,0.73
3107,1735,Viktor Aksonov,M,23.0,185.0,79.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,,0,0,0.24,3.67,0.96,-1.57
3163,1771,Saeed Ali Al-Adhreai,M,21.0,171.0,64.0,Yemen,YEM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.0,-13.98,-21.03,-4.69
3177,1779,Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,0.0,-1.62,-2.12,-1.03
3210,1803,Ahmed Mahmoud Al-Assiri,M,24.0,180.0,72.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,0.0,-2.84,-9.39,-0.39
3227,1811,Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.0,-12.84,-18.39,-2.39
3245,1819,Bilal Said Mabrouk Al-Azma,M,17.0,171.0,68.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.0,-10.69,-10.52,-7.58
3264,1836,Hamdan Awdah Al-Bishi,M,19.0,180.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.0,-4.79,-14.27,-6.77
3266,1836,Hamdan Awdah Al-Bishi,M,23.0,180.0,70.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.0,-4.98,-15.03,-2.69
3269,1839,Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.0,-22.42,-27.18,-1.82
3271,1840,Mohamed Hamed Al-Bishi,M,20.0,170.0,65.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,0.0,-14.4,-17.43,-5.59
3274,1841,Saad Shetwy Al-Bishi,M,23.0,195.0,122.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,,0,0,0.0,12.16,40.61,-1.39
3295,1856,Sultan Mubarak M. Al-Dawoodi,M,23.0,192.0,86.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,0.0,6.86,0.63,-2.54
3296,1856,Sultan Mubarak M. Al-Dawoodi,M,27.0,192.0,86.0,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,0,0.0,6.49,0.36,1.33
3297,1856,Sultan Mubarak M. Al-Dawoodi,M,31.0,192.0,86.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,0,0,0.0,6.9,1.82,5.18
3321,1870,Mohamed Barak Al-Dosari,M,27.0,160.0,59.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-22.42,-20.18,2.18
3324,1871,Mohamed Jaman Al-Dosari,M,26.0,167.0,60.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,0.0,-14.69,-18.52,1.42
3329,1875,Rashid Shafi Al-Dosari,M,19.0,198.0,130.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,0.13,13.21,45.73,-6.77
3330,1875,Rashid Shafi Al-Dosari,M,27.0,198.0,130.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,0.29,12.86,44.63,1.46
3336,1880,Youssef Matouq Al-Dosari,M,26.0,160.0,51.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-22.42,-28.18,1.18
3371,1898,Mouteb Al-Faouri,M,24.0,178.0,70.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-3.62,-7.12,-0.03
3375,1901,Bahaa Al-Farra,M,21.0,175.0,65.0,Palestine,PLE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,0.0,-10.51,-20.64,-4.67
3381,1907,Nabil Mohammed Al-Garbi,M,18.0,175.0,65.0,Yemen,YEM,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-10.51,-20.64,-7.67
3383,1909,Mohamad Al-Garni,M,20.0,179.0,55.0,Qatar,QAT,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.25,-6.51,-30.64,-5.67
3396,1920,Sultan Abdulmajeed E. Al-Habshi,M,25.0,190.0,92.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,0.0,4.86,6.63,-0.54
3399,1923,Sulaiman Juma Obaid Al-Habsi,M,18.0,165.0,60.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,-17.42,-19.18,-6.82
3419,1936,Khalil Ahmed Al-Hanahneh,M,24.0,171.0,70.0,Jordan,JOR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.98,-15.03,-1.69
3433,1946,Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,OMA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-12.51,-18.64,-1.67
3434,1946,Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,0.0,-12.1,-17.18,2.18
3464,1971,Ali Saleh Al-Jadani,M,23.0,180.0,85.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-4.79,0.73,-2.77
3475,1979,Mansour Farhan Al-Juaid,M,24.0,175.0,62.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,0.0,-6.69,-16.52,-0.58
3493,1994,Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.0,-12.42,-13.18,5.18
3497,1995,Khaled Salman Al-Khalidi,M,27.0,195.0,110.0,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,0.0,11.41,29.69,1.95
3498,1995,Khaled Salman Al-Khalidi,M,27.0,195.0,110.0,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,0.0,11.41,29.69,1.95
3499,1995,Khaled Salman Al-Khalidi,M,31.0,195.0,110.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,0.0,10.6,27.57,5.41
3514,2005,Basheer Mohamed Al-Khewani,M,18.0,175.0,68.0,Yemen,YEM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.0,-9.79,-16.27,-7.77
3554,2031,Mohamed Amer Al-Rashed Al-Malky,M,21.0,176.0,62.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,0.0,-5.62,-15.12,-3.03
3556,2031,Mohamed Amer Al-Rashed Al-Malky,M,25.0,176.0,62.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,-6.42,-17.18,0.18
3558,2031,Mohamed Amer Al-Rashed Al-Malky,M,29.0,176.0,62.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.0,-7.59,-18.31,3.95
3579,2048,Ahmed Hadib Al-Moamari Bashir,M,19.0,170.0,62.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.59,-18.31,-6.05
3583,2052,Abdul Majeed Al-Mosawi,M,18.0,165.0,65.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,0.0,-17.53,-13.56,-6.27
3612,2070,Mohamed Ahmed Amer  Al-Nahdi,M,25.0,175.0,70.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-8.59,-10.31,-0.05
3624,2079,Abdul Rahman Sultan Al-Nubi Faraj,M,20.0,192.0,77.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,0.13,7.21,-7.27,-5.77
3625,2079,Abdul Rahman Sultan Al-Nubi Faraj,M,24.0,192.0,77.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,0.17,7.02,-8.03,-1.69
3645,2089,Ibrahim Mohamed Al-Ouiran,M,25.0,175.0,98.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,,0,0,0.0,-7.42,18.82,0.18
3651,2092,Abdul Atif Seif Al-Qahtani,M,26.0,172.0,70.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-9.69,-8.52,1.42
3654,2095,Haji Bakr Al-Qahtani,M,23.0,173.0,63.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,-9.42,-16.18,-1.82
3697,2121,Hussain Taher Al-Sabee,M,20.0,187.0,85.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,0.0,2.21,0.73,-5.77
3698,2121,Hussain Taher Al-Sabee,M,28.0,187.0,85.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,0,0,0.0,1.86,-0.37,2.46
3707,2127,Jamal Abdullah Al-Saffar,M,24.0,175.0,70.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-9.4,-12.43,-1.59
3708,2127,Jamal Abdullah Al-Saffar,M,28.0,175.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-9.79,-14.27,2.23
3710,2128,Abdul Wahab Naser Al-Safra,M,23.0,171.0,59.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-10.69,-19.52,-1.58
3728,2139,Mohamed Al-Sehly,M,21.0,165.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.0,-17.84,-22.39,-3.39
3731,2141,Sheikr Al-Shabani,M,26.0,172.0,65.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-10.84,-16.39,1.61
3738,2147,Fawaz Al-Shammari,M,35.0,182.0,76.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-3.51,-9.64,9.33
3739,2148,Fawzi Dahesh Al-Shammari,M,21.0,185.0,65.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.0,0.21,-19.27,-4.77
3741,2148,Fawzi Dahesh Al-Shammari,M,25.0,185.0,65.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.0,0.02,-20.03,-0.69
3754,2158,Amor Masoud Al-Sharji,M,20.0,178.0,60.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-3.62,-17.12,-4.03
3761,2164,Abdullah Mohamed Al-Sheib,M,23.0,181.0,77.0,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,0.1,-1.42,-2.18,-1.82
3762,2164,Abdullah Mohamed Al-Sheib,M,27.0,181.0,77.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,0,0.09,-2.59,-3.31,1.95
3763,2164,Abdullah Mohamed Al-Sheib,M,27.0,181.0,77.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,0.09,-2.59,-3.31,1.95
3775,2171,Abdullah Said Al-Sooli,M,25.0,172.0,73.0,Oman,OMA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,0.0,-13.14,-12.37,-0.54
3781,2176,Khalid Habash Mohammed Al-Suwaidi,M,20.0,188.0,105.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,0.17,3.02,19.97,-5.69
3793,2185,Mohamed Issa Al-Thawadi,M,26.0,175.0,75.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.29,-10.14,-10.37,0.46
3800,2189,Said Farouk Al-Turki,M,28.0,170.0,82.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,0.0,-11.69,3.48,3.42
3807,2194,Salem Mubarak M. Al-Yami,M,22.0,170.0,65.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.0,-14.98,-20.03,-3.69
3812,2198,Mahmoud Al-Zabramawi,M,28.0,186.0,100.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,0,0,0.0,3.16,18.61,3.61
3817,2201,Mohamed Gharib Al-Zinkawi,M,22.0,180.0,113.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,,0,0,0.0,-2.84,31.61,-2.39
3818,2201,Mohamed Gharib Al-Zinkawi,M,26.0,180.0,113.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,,0,0,0.0,-2.53,34.44,1.73
3819,2201,Mohamed Gharib Al-Zinkawi,M,34.0,180.0,113.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,,0,0,0.0,-2.42,33.82,9.18
3881,2240,Souhalia Alamou,M,24.0,177.0,78.0,Benin,BEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.0,-7.98,-7.03,-1.69
3927,2268,Pierre Alard,M,22.0,181.0,107.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.05,-0.24,28.98,-2.04
3928,2269,Altti Matti Ensio Alarotu,M,23.0,186.0,73.0,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,0,0,0.12,4.42,-5.08,-1.52
3933,2273,Issa Alassane-Oussni,M,27.0,180.0,76.0,Benin,BEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.0,-2.42,-3.18,2.18
3994,2301,Jos Luis Albarrn Calles,M,25.0,165.0,68.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,0.06,-16.24,-10.02,0.96
4083,2352,Claes Johan Albihn,M,25.0,190.0,83.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.04,5.6,0.57,-0.59
4290,2454,"Josip ""Jozo"" Alebi",M,25.0,177.0,72.0,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,0.0,-4.69,-6.52,0.42
4292,2454,"Josip ""Jozo"" Alebi",M,29.0,177.0,72.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,0.0,-5.84,-9.39,4.61
4293,2454,"Josip ""Jozo"" Alebi",M,33.0,177.0,72.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,0.0,-5.53,-6.56,8.73
4325,2469,Virgilijus Alekna,M,24.0,200.0,130.0,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,0.21,15.6,47.57,-1.59
4326,2469,Virgilijus Alekna,M,28.0,200.0,130.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,Gold,1,0,0.29,15.21,45.73,2.23
4327,2469,Virgilijus Alekna,M,32.0,200.0,130.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,Gold,1,1,0.17,15.02,44.97,6.31
4328,2469,Virgilijus Alekna,M,36.0,200.0,130.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,Bronze,1,2,0.0,14.86,44.63,10.46
4329,2469,Virgilijus Alekna,M,40.0,200.0,130.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,3,0.0,14.49,44.36,14.33
4387,2501,Marko Aleksejev,M,25.0,196.0,80.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,0.12,11.02,-5.03,-0.69
4392,2506,Denis Sergeyevich Alekseyev,M,20.0,185.0,76.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,0.05,-0.14,-9.37,-5.54
4440,2534,Berhanu Alemu,M,18.0,179.0,63.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-5.79,-21.27,-7.77
4449,2541,Luis Alers Acevedo,M,21.0,175.0,72.0,Puerto Rico,PUR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,0.0,-6.69,-6.52,-3.58
4477,2554,Jacques Aletti,M,21.0,187.0,72.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,,0,0,0.06,4.16,-9.39,-3.39
4483,2560,Jaroslav Alexa,M,19.0,185.0,78.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,0,0,0.12,3.42,-0.08,-5.52
4484,2560,Jaroslav Alexa,M,23.0,185.0,78.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,0.14,3.31,-0.52,-1.58
4499,2571,J'maal Alexander,M,18.0,178.0,64.0,British Virgin Islands,IVB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-7.51,-21.64,-7.67
4516,2579,"Niconnor ""Nico"" Alexander",M,23.0,170.0,69.0,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.15,-14.79,-15.27,-2.77
4518,2579,"Niconnor ""Nico"" Alexander",M,27.0,170.0,69.0,Trinidad and Tobago,TTO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.18,-14.98,-16.03,1.31
