,index,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
5256,228941,114949,Oleg Stepanenko,M,28.0,183.0,69.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-0.39,-6.32,2.84
5257,229003,114979,"David Eldon ""Dave"" Stephens",M,26.0,190.0,104.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,3.16,8.04,-0.62
5258,229004,114979,"David Eldon ""Dave"" Stephens",M,34.0,190.0,104.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,,0,0,1.53,5.97,7.71
5259,229027,114997,Andrzej Stpie,M,27.0,180.0,76.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,-2.49,4.42,3.29
5260,229207,115089,Patrick Stevens,M,20.0,183.0,78.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,5.77,5.71,-3.9
5261,229209,115089,Patrick Stevens,M,24.0,183.0,78.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,4.67,3.95,-0.59
5262,229211,115089,Patrick Stevens,M,28.0,183.0,78.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,4.72,3.74,3.07
5263,229233,115100,Dale Stevenson,M,24.0,181.0,128.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,,0,0,-10.35,1.2,-4.23
5264,229234,115101,"David Deas ""Dave"" Stevenson",M,22.0,175.0,66.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,0,0,-4.8,-7.0,-2.73
5265,229260,115115,Toby Lynn Stevenson,M,27.0,185.0,81.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,Silver,1,0,-0.87,0.96,0.62
5266,229382,115171,"Raymond Douglas ""Ray"" Stewart",M,19.0,178.0,73.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,1,1.19,2.31,-4.09
5267,229384,115171,"Raymond Douglas ""Ray"" Stewart",M,23.0,178.0,73.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,1,0.77,0.71,-0.9
5268,229385,115171,"Raymond Douglas ""Ray"" Stewart",M,27.0,178.0,73.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,1,-0.33,-1.05,2.41
5269,229387,115171,"Raymond Douglas ""Ray"" Stewart",M,31.0,178.0,73.0,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,1,-0.28,-1.26,6.07
5270,229390,115173,Robinson David Stewart,M,20.0,185.0,70.0,Swaziland,SWZ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,6.67,-4.05,-4.59
5271,229623,115294,Keith Frank Stock,M,27.0,176.0,73.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,,0,0,-6.32,-1.03,1.53
5272,229710,115343,Valcho Stoev Khristov,M,28.0,187.0,117.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,,0,0,-3.88,-7.41,-0.38
5273,229927,115427,Manfred Stolle,M,31.0,185.0,92.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,0,0,2.5,5.75,4.69
5274,229928,115427,Manfred Stolle,M,35.0,185.0,92.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,,0,0,2.5,4.32,8.0
5275,229929,115428,Michael Stolle,M,21.0,192.0,85.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,0,0,6.11,4.51,-4.86
5276,229930,115428,Michael Stolle,M,25.0,192.0,85.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,0,0,5.81,4.22,-0.97
5277,229965,115447,Karsten Stolz,M,20.0,208.0,142.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,16.0,25.16,-4.58
5278,229996,115463,Nelson Stone,M,28.0,179.0,75.0,Papua New Guinea,PNG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,-2.41,1.63,4.29
5279,230004,115467,"Robert Alan ""Rob"" Stone",M,23.0,176.0,71.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-2.96,0.3,-1.07
5280,230009,115470,Dwight Edwin Stones,M,18.0,197.0,81.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,Bronze,1,0,10.9,4.7,-5.2
5281,230010,115470,Dwight Edwin Stones,M,22.0,197.0,81.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,Bronze,1,1,10.61,6.31,-0.11
5282,230011,115470,Dwight Edwin Stones,M,30.0,197.0,81.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,0,2,7.72,5.9,6.93
5283,230071,115500,Stuart Ellis Storey,M,26.0,183.0,75.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-0.39,-0.32,0.84
5284,230101,115509,David Storl,M,21.0,198.0,117.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,Silver,1,0,6.65,-9.8,-7.23
5285,230102,115509,David Storl,M,26.0,198.0,117.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,0,1,5.3,-11.58,-0.67
5286,230301,115594,Stefan Georgiev Stoykov,M,29.0,184.0,80.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,0,0,-0.76,-13.53,2.59
5287,230378,115636,Bo Staffan Strand,M,24.0,188.0,74.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,,0,0,-4.17,-2.94,-1.91
5288,230379,115636,Bo Staffan Strand,M,28.0,188.0,74.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,-4.66,-3.37,3.11
5289,230507,115697,Jrgen Straub,M,26.0,182.0,62.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",Silver,1,0,3.78,-2.25,2.28
5290,230513,115702,Seibert Straughn,M,20.0,193.0,77.0,Barbados,BAR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,14.04,6.3,-4.07
5291,230515,115702,Seibert Straughn,M,24.0,193.0,77.0,Barbados,BAR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,12.02,5.22,-0.3
5292,230583,115732,Kareem Streete-Thompson,M,19.0,183.0,91.0,Cayman Islands,CAY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,4.67,16.95,-5.59
5293,230584,115732,Kareem Streete-Thompson,M,19.0,183.0,91.0,Cayman Islands,CAY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,2.1,17.54,-5.02
5294,230585,115732,Kareem Streete-Thompson,M,27.0,183.0,91.0,Cayman Islands,CAY,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,-0.53,14.7,2.36
5295,230586,115732,Kareem Streete-Thompson,M,31.0,183.0,91.0,Cayman Islands,CAY,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,5.32,16.52,6.0
5296,230587,115732,Kareem Streete-Thompson,M,31.0,183.0,91.0,Cayman Islands,CAY,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,-0.28,14.97,5.48
5297,230623,115754,Patrik Sten Ola Strenius (Johansson-),M,24.0,174.0,75.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,-4.28,0.74,-0.93
5298,230680,115784,Savante Stringfellow,M,21.0,191.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,7.47,7.7,-3.64
5299,230701,115797,Mrcis trobinders,M,26.0,186.0,85.0,Latvia,LAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,0,0,-2.12,-11.84,-0.16
5300,230702,115798,Rolands trobinders,M,24.0,190.0,103.0,Latvia,LAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,,0,0,1.86,7.68,-2.57
5301,230729,115811,Vadim Sergeyevich Strogalyev,M,29.0,183.0,76.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,0,0,-2.87,-4.04,2.62
5302,231028,115936,Norris Stubbs,M,19.0,173.0,68.0,Bahamas,BAH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-2.43,-2.75,-5.46
5303,231172,115992,"Michael Duane ""Mike"" Stulce",M,23.0,191.0,123.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,Gold,1,0,-0.54,3.85,-5.0
5304,231307,116059,Su Bingtian,M,22.0,173.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,-4.49,-4.08,-2.41
5305,231309,116059,Su Bingtian,M,26.0,173.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-4.06,-4.42,0.33
5306,231318,116066,Su Po-Tai,M,27.0,184.0,72.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.61,-3.32,1.84
5307,231322,116069,Su Wen-Ho,M,22.0,172.0,67.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-3.43,-3.75,-2.46
5308,231323,116069,Su Wen-Ho,M,22.0,172.0,67.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,0,0,-9.12,-5.47,-2.41
5309,231324,116069,Su Wen-Ho,M,26.0,172.0,67.0,Chinese Taipei,TPE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,-4.19,-2.66,2.31
5310,231334,116076,"Christopher ""Chris"" Sua'mene",M,23.0,186.0,87.0,Samoa,SAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,-7.3,-28.67,-4.82
5311,231591,116188,Gerardo N. Suero Correa,M,22.0,177.0,65.0,Dominican Republic,DOM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,0.72,-4.83,-1.83
5312,231597,116191,Shingo Suetsugu,M,24.0,178.0,68.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.32,-6.48,-1.0
5313,231667,116222,Tatsuo Sugimoto,M,21.0,183.0,76.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,4.67,1.95,-3.59
5314,231669,116223,Kuniyoshi Sugioka,M,18.0,181.0,70.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,,0,0,-5.13,-7.73,-3.73
5315,231670,116223,Kuniyoshi Sugioka,M,22.0,181.0,70.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,-4.96,-8.22,-0.48
5316,231671,116223,Kuniyoshi Sugioka,M,26.0,181.0,70.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,0,0,-5.32,-8.53,3.5
5317,231672,116223,Kuniyoshi Sugioka,M,30.0,181.0,70.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,-5.1,-6.3,6.8
5318,231744,116253,Ari Michael Suhonen,M,22.0,185.0,68.0,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,6.54,3.12,-2.7
5319,231861,116315,"Supanara Suksawat, Na Ayutthaya",M,20.0,190.0,72.0,Thailand,THA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,4.74,-4.71,-5.02
5320,231886,116330,Abdul Rahman Ahmed Suleiman,M,20.0,180.0,62.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,0,0,0.79,-3.47,-4.68
5321,231887,116331,Mohamed Ahmed Suleiman,M,18.0,175.0,63.0,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,-3.46,-1.88,-6.7
5322,231888,116331,Mohamed Ahmed Suleiman,M,22.0,175.0,63.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",Bronze,1,0,-2.57,-0.33,-2.57
5323,231889,116331,Mohamed Ahmed Suleiman,M,26.0,175.0,63.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,1,-4.29,-2.73,0.55
5324,231908,116343,Peauope Suli,M,24.0,190.0,90.0,Tonga,TGA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,12.77,17.71,0.1
5325,231954,116369,Kevin Roy Sullivan,M,26.0,180.0,67.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,1.78,2.4,1.48
5326,231955,116369,Kevin Roy Sullivan,M,30.0,180.0,67.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,0,0,0.79,1.53,5.32
5327,231956,116369,Kevin Roy Sullivan,M,34.0,180.0,67.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,3.74,4.2,8.87
5328,231980,116381,"Terence Allman ""Terry"" Sullivan",M,24.0,155.0,58.0,Rhodesia,RHO,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,-22.53,-8.32,-0.61
5329,232054,116414,Adille Sumariwalla,M,21.0,168.0,67.0,India,IND,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,-8.28,-2.83,-2.83
5330,232419,116592,Gunnar Mattias Sunneborn,M,25.0,187.0,85.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,2.14,8.96,-0.39
5331,232420,116592,Gunnar Mattias Sunneborn,M,29.0,187.0,85.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,3.47,8.7,4.36
5332,232542,116641,Bruny Surin,M,21.0,180.0,81.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,-2.44,5.56,-3.15
5333,232543,116641,Bruny Surin,M,25.0,180.0,81.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,1.67,6.95,0.41
5334,232545,116641,Bruny Surin,M,29.0,180.0,81.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,1.72,6.74,4.07
5335,232547,116641,Bruny Surin,M,33.0,180.0,81.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,1,2.21,7.23,8.39
5336,232576,116661,Erwin Heru Susanto,M,26.0,175.0,68.0,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-2.79,-5.77,1.39
5337,232702,116723,Matti Sutinen,M,30.0,181.0,70.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,0,0,0.14,-4.57,4.18
5338,232988,116868,Nereo N. Svara,M,24.0,188.0,87.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,0,0,3.51,10.54,0.03
5339,233112,116931,Per ke Bertil Svenson,M,23.0,185.0,73.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,0,0,5.55,6.17,-0.48
5340,233207,116984,Hryhoriy Sverbetov,M,25.0,183.0,76.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,3.51,4.08,1.02
5341,233323,117025,Petr Svoboda,M,23.0,195.0,90.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,7.62,9.64,-2.57
5342,233324,117025,Petr Svoboda,M,31.0,195.0,90.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,0,0,9.26,9.03,4.68
5343,233419,117063,Renelda Swan,M,18.0,178.0,70.0,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,-2.88,-2.65,-5.98
5344,233444,117076,George Swanston,M,25.0,170.0,62.0,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,0,-11.65,-11.26,1.13
5345,233460,117087,Stanisaw Swatowski,M,26.0,175.0,72.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0,0,-2.53,2.17,2.64
5346,233462,117087,Stanisaw Swatowski,M,30.0,175.0,72.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,-4.49,0.08,6.02
5347,233479,117099,"Nicholas ""Nick"" Sweeney",M,24.0,198.0,120.0,Ireland,IRL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,4.59,6.44,-3.75
5348,233480,117099,"Nicholas ""Nick"" Sweeney",M,28.0,198.0,120.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,4.7,4.33,0.18
5349,233481,117099,"Nicholas ""Nick"" Sweeney",M,32.0,198.0,120.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,2.6,2.18,2.69
5350,233540,117134,Andrzej wierczyski,M,23.0,176.0,78.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-0.23,6.65,-0.4
5351,233563,117141,Eugene D. Swift,M,31.0,183.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.78,0.54,5.69
5352,233564,117142,Greggmar Orial Swift,M,21.0,183.0,68.0,Barbados,BAR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.71,-11.94,-4.69
5353,233636,117176,Barka N. Sy,M,25.0,171.0,71.0,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-4.43,0.25,0.54
5354,233637,117176,Barka N. Sy,M,29.0,171.0,71.0,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,-5.19,1.34,5.31
5355,233639,117176,Barka N. Sy,M,32.0,171.0,71.0,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-5.23,-0.35,8.6
5356,233649,117180,Mohamed Malal Sy Savan,M,23.0,172.0,54.0,Guinea,GUI,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-5.57,-9.33,-1.57
5357,233688,117202,Zbigniew Stanisaw Syka,M,28.0,176.0,71.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.44,0.87,4.2
5358,233744,117229,"Rudieon ""Rudy"" Sylvan",M,21.0,175.0,73.0,Grenada,GRN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,-7.15,-1.15,-3.6
5359,233842,117280,Lon Syrovatski,M,22.0,184.0,70.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,0,0,0.93,-16.26,-3.37
5360,234068,117385,Lszl Szalma,M,22.0,190.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,10.13,6.57,-1.97
5361,234069,117385,Lszl Szalma,M,30.0,190.0,80.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,7.56,4.56,5.85
5362,234070,117385,Lszl Szalma,M,34.0,190.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,9.1,6.54,9.98
5363,234178,117443,Jzsef Szcsnyi,M,28.0,189.0,106.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,1.15,4.13,1.91
5364,234179,117443,Jzsef Szcsnyi,M,32.0,189.0,106.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,-0.14,1.31,4.83
5365,234187,117447,Zsolt Szeglet,M,23.0,180.0,76.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,-2.15,1.85,-1.6
5366,234189,117447,Zsolt Szeglet,M,27.0,180.0,76.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-0.77,3.1,2.89
5367,234286,117498,dm Szepesi,M,27.0,189.0,83.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,2.9,6.7,3.8
5368,234487,117589,Henryk Jan Szordykowski,M,24.0,180.0,67.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,1.6,1.51,0.51
5369,234488,117589,Henryk Jan Szordykowski,M,28.0,180.0,67.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,1.36,1.41,3.78
5370,234684,117695,Kenji Tabata,M,25.0,176.0,66.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,-6.15,-8.15,0.4
5371,234798,117746,Mulugetta Tadesse,M,26.0,176.0,64.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,-1.97,-6.66,1.84
5372,234811,117752,Noureddine Tadjine,M,25.0,182.0,62.0,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.18,-12.99,0.77
5373,234825,117762,Klaus-Dieter Tafelmeier,M,26.0,190.0,95.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,,0,0,5.32,3.39,0.25
5374,234826,117762,Klaus-Dieter Tafelmeier,M,30.0,190.0,95.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,3.16,-0.96,3.38
5375,234834,117768,"Gregory Louis ""Gregg"" Tafralis",M,30.0,183.0,129.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,,0,0,-7.57,7.71,2.24
5376,234836,117770,Hassan Taftian,M,23.0,187.0,68.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,9.94,-6.42,-2.67
5377,234960,117831,Daniel Taillon,M,23.0,185.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.71,0.46,-2.17
5378,235012,117848,Robin Douglas Tait,M,28.0,191.0,131.0,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,-0.93,19.52,1.63
5379,235013,117848,Robin Douglas Tait,M,32.0,191.0,131.0,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,0.93,18.57,3.72
5380,235017,117852,"John Lawrence ""Laurie"" Taitt",M,30.0,180.0,74.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.22,-1.51,5.27
5381,235206,117941,Tomomi Takahashi,M,28.0,179.0,63.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,,0,0,-3.32,-11.03,2.53
5382,235260,117970,Itsuo Takanezawa,M,24.0,180.0,71.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,0,0,-1.56,-2.54,0.04
5383,235267,117976,Susumu Takano,M,23.0,178.0,70.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-1.34,-0.8,-0.93
5384,235269,117976,Susumu Takano,M,27.0,178.0,70.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-0.96,-0.7,2.93
5385,235272,117976,Susumu Takano,M,31.0,178.0,70.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,-2.98,-1.78,6.7
5386,235319,118005,Satoshi Takayanagi,M,26.0,170.0,70.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,-11.94,-2.53,1.62
5387,235483,118067,Nooa Takooa,M,19.0,160.0,67.0,Kiribati,KIR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,-17.49,-7.08,-5.41
5388,235514,118086,Enrique Talavera Rubio,M,21.0,183.0,75.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,5.77,2.71,-2.9
5389,235619,118137,Sren Lennart Joakim Tallhem,M,20.0,192.0,110.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,0,0,0.0,-6.84,-4.58
5390,235620,118137,Sren Lennart Joakim Tallhem,M,28.0,192.0,110.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,0.46,-9.15,0.0
5391,235651,118152,Alessandro Talotti,M,23.0,193.0,79.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,0.34,1.63,-1.89
5392,235652,118152,Alessandro Talotti,M,27.0,193.0,79.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,,0,0,1.4,2.9,2.07
