,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height_div_avg,Weight_div_avg,Age_div_avg,MedalEarned
262388,131282,Demissie Wolde,M,27.0,165.0,53.0,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,-13.55,-19.46,1.7,0
262389,131282,Demissie Wolde,M,35.0,165.0,53.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,,-14.02,-19.84,9.77,0
262393,131283,Mamo Wolde,M,32.0,170.0,54.0,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",,-8.55,-18.46,6.7,0
262394,131283,Mamo Wolde,M,32.0,170.0,54.0,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,-8.55,-18.46,6.7,0
262395,131283,Mamo Wolde,M,36.0,170.0,54.0,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",,-9.07,-18.88,10.77,0
262396,131283,Mamo Wolde,M,36.0,170.0,54.0,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",Silver,-9.07,-18.88,10.77,1
262397,131283,Mamo Wolde,M,36.0,170.0,54.0,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,Gold,-9.07,-18.88,10.77,1
262398,131283,Mamo Wolde,M,40.0,170.0,54.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,Bronze,-9.02,-18.84,14.77,1
262399,131284,Million Wolde,M,21.0,175.0,59.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",Gold,-6.49,-17.45,-5.03,1
262400,131285,Girma Wolde-Hana,M,27.0,178.0,60.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-1.5,-12.07,2.14,0
262401,131286,Tadesse Wolde-Medhin,M,32.0,175.0,56.0,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-4.07,-16.88,6.77,0
262402,131286,Tadesse Wolde-Medhin,M,35.0,175.0,56.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,-4.02,-16.84,9.77,0
262403,131287,Hailu Wolde-Tsadik,M,30.0,180.0,59.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0.5,-13.07,5.14,0
262424,131297,"August Louis ""Augie"" Wolf",M,22.0,199.0,125.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,,19.81,53.38,-2.72,0
262494,131336,Klaus Wolfermann,M,22.0,176.0,88.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,-3.07,15.12,-3.23,0
262495,131336,Klaus Wolfermann,M,26.0,176.0,88.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,Gold,-3.02,15.16,0.77,1
262579,131384,Robert Wolski,M,21.0,180.0,64.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,-1.62,-12.88,-5.17,0
262708,131448,Wong Yew Tong,M,25.0,194.0,81.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,12.94,5.69,-0.95,0
262714,131453,Prajim Wongsuwan,M,22.0,171.0,64.0,Thailand,THA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,-7.47,-8.44,-3.05,0
262715,131453,Prajim Wongsuwan,M,22.0,171.0,64.0,Thailand,THA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,-7.47,-8.44,-3.05,0
262724,131457,Woo Sang-Hyeok,M,20.0,187.0,70.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,6.1,-4.48,-6.61,0
262745,131468,"Douglas Kenneth ""Doug"" Wood",M,26.0,182.0,78.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,1.68,4.15,0.4,0
262842,131519,"James Dale ""Jim"" Wooding",M,30.0,193.0,91.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,13.81,19.38,5.28,0
262844,131521,Adrian Woodley,M,24.0,180.0,73.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,-1.49,-3.45,-2.03,0
262845,131521,Adrian Woodley,M,24.0,180.0,73.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.49,-3.45,-2.03,0
262881,131541,George Roger Woods,M,25.0,188.0,136.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,Silver,8.93,63.12,-0.23,1
262882,131541,George Roger Woods,M,29.0,188.0,136.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,Silver,8.98,63.16,3.77,1
262883,131541,George Roger Woods,M,33.0,188.0,136.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,,7.85,61.36,8.12,0
262895,131547,John Frances Woods,M,32.0,170.0,60.0,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-9.68,-13.07,6.7,0
262921,131561,Bryan Woodward,M,26.0,190.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,,8.51,7.55,-0.03,0
262985,131594,Shoangizaw Worku,M,25.0,180.0,68.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,0.98,-4.84,-0.23,0
263007,131609,Marian Jerzy Woronin,M,19.0,181.0,77.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0.85,2.36,-5.88,0
263008,131609,Marian Jerzy Woronin,M,19.0,181.0,77.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,,0.85,2.36,-5.88,0
263009,131609,Marian Jerzy Woronin,M,19.0,181.0,77.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,0.85,2.36,-5.88,0
263010,131609,Marian Jerzy Woronin,M,23.0,181.0,77.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,1.5,4.93,-1.86,0
263011,131609,Marian Jerzy Woronin,M,23.0,181.0,77.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,1.5,4.93,-1.86,0
263012,131609,Marian Jerzy Woronin,M,23.0,181.0,77.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,1.5,4.93,-1.86,1
263062,131635,Aman Wote Fete,M,28.0,183.0,68.0,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,1.16,-8.87,1.71,0
263072,131638,"David James ""Dave"" Wottle",M,22.0,183.0,66.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,Gold,3.98,-6.84,-3.23,1
263073,131638,"David James ""Dave"" Wottle",M,22.0,183.0,66.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,3.98,-6.84,-3.23,0
263127,131658,Pawe Woniak,M,23.0,182.0,72.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,1.68,-1.85,-2.6,0
263141,131665,Stanisaw Woodko,M,26.0,185.0,110.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,4.85,35.36,1.12,0
263147,131670,"Stephen ""Steve"" Wray",M,22.0,183.0,75.0,Bahamas,BAH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,3.81,3.38,-2.72,0
263172,131682,Alex Wright,M,25.0,175.0,62.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,-5.9,-12.48,-1.61,0
263173,131682,Alex Wright,M,25.0,175.0,62.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,-5.9,-12.48,-1.61,0
263178,131686,Cameron M. Wright,M,23.0,193.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,11.94,4.69,-2.95,0
263185,131690,"Clive George Wright, Jr.",M,22.0,175.0,73.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,-4.68,-0.07,-3.3,0
263186,131690,"Clive George Wright, Jr.",M,22.0,175.0,73.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-4.68,-0.07,-3.3,0
263187,131690,"Clive George Wright, Jr.",M,26.0,175.0,73.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,-5.32,-0.85,0.4,0
263193,131695,"Donald Ernest ""Don"" Wright",M,25.0,183.0,76.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,3.81,4.38,0.28,0
263202,131701,George Wright,M,25.0,180.0,75.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,,0.32,1.93,-0.3,0
263268,131739,John Derek Wrighton,M,27.0,189.0,80.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,10.53,7.56,1.95,0
263269,131739,John Derek Wrighton,M,27.0,189.0,80.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,10.53,7.56,1.95,0
263284,131751,Sean Wroe,M,23.0,185.0,75.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,3.43,-1.73,-3.18,0
263285,131751,Sean Wroe,M,23.0,185.0,75.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,,3.43,-1.73,-3.18,0
263298,131759,Julian Wruck,M,21.0,198.0,116.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,16.16,39.13,-5.29,0
263300,131761,Jacek Roman Wszoa,M,19.0,195.0,75.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,Gold,14.85,0.36,-5.88,1
263301,131761,Jacek Roman Wszoa,M,23.0,195.0,75.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,Silver,15.5,2.93,-1.86,1
263302,131762,Wu Ah-Min,M,26.0,180.0,75.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,1.45,2.54,0.7,0
263303,131762,Wu Ah-Min,M,30.0,180.0,75.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,0.93,2.12,4.77,0
263304,131762,Wu Ah-Min,M,30.0,180.0,75.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0.93,2.12,4.77,0
263314,131770,Wu Chin-Jing,M,26.0,181.0,75.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,1.81,3.38,1.28,0
263315,131770,Wu Chin-Jing,M,30.0,181.0,75.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,1.32,1.93,4.7,0
263316,131770,Wu Chin-Jing,M,30.0,181.0,75.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,1.32,1.93,4.7,0
263434,131821,Wu Tao,M,20.0,190.0,105.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,,8.38,28.12,-6.17,0
263458,131828,Wu Wen-Chien,M,27.0,170.0,58.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,,-11.62,-18.88,0.83,0
263459,131828,Wu Wen-Chien,M,31.0,170.0,58.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,,-11.57,-18.73,4.82,0
263485,131847,Gerhard Wucherer,M,20.0,173.0,70.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,-6.07,-2.88,-5.23,0
263486,131847,Gerhard Wucherer,M,20.0,173.0,70.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,-6.07,-2.88,-5.23,0
263487,131847,Gerhard Wucherer,M,24.0,173.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,-6.02,-2.84,-1.23,0
263488,131847,Gerhard Wucherer,M,24.0,173.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,-6.02,-2.84,-1.23,1
263505,131857,"Wilhelm ""Willi"" Wlbeck",M,21.0,186.0,69.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,,5.85,-5.64,-3.88,0
263550,131878,Gnther Wrfel,M,24.0,180.0,70.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,0.98,-2.84,-1.23,0
263605,131904,William Wuycke,M,22.0,173.0,63.0,Venezuela,VEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,,-6.5,-9.07,-2.86,0
263606,131904,William Wuycke,M,26.0,173.0,63.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,,-6.19,-8.62,1.28,0
263617,131912,Jonathan Craig Wyatt,M,23.0,175.0,63.0,New Zealand,NZL,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",,-6.06,-12.31,-2.95,0
263618,131912,Jonathan Craig Wyatt,M,31.0,175.0,63.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,,-6.62,-13.88,4.83,0
263643,131928,Dylan Wykes,M,29.0,187.0,68.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,,5.16,-8.87,2.71,0
263685,131952,"Lodewijk ""Lode"" Wyns",M,21.0,174.0,72.0,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,-5.07,-0.88,-4.23,0
263686,131953,Desai Wynter,M,22.0,181.0,79.0,United States Virgin Islands,ISV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,1.32,5.93,-3.3,0
263687,131953,Desai Wynter,M,26.0,181.0,79.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0.68,5.15,0.4,0
263710,131965,Heinz Beat Wyss,M,22.0,177.0,65.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,-2.07,-7.88,-3.23,0
263753,131991,Frdric Xhonneux,M,25.0,184.0,79.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,2.43,2.27,-1.18,0
263827,132022,Xie Wenjun,M,22.0,190.0,87.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,8.16,10.13,-4.29,0
263828,132022,Xie Wenjun,M,26.0,190.0,87.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,9.1,12.52,-0.61,0
263837,132027,Xie Zhenye,M,18.0,184.0,78.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,,2.16,1.13,-8.29,0
263838,132027,Xie Zhenye,M,22.0,184.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,3.1,3.52,-4.61,0
263839,132027,Xie Zhenye,M,22.0,184.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,3.1,3.52,-4.61,0
263969,132087,Xu Xiaolong,M,23.0,185.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,,4.1,-4.48,-3.61,0
263976,132093,Xu Yang,M,22.0,187.0,66.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,6.68,-7.85,-3.6,0
264020,132111,Xue Changrui,M,25.0,188.0,75.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,7.1,0.52,-1.61,0
264049,132127,Gideon Yablonka,M,22.0,188.0,78.0,Israel,ISR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,6.51,1.55,-4.03,0
264050,132127,Gideon Yablonka,M,22.0,188.0,78.0,Israel,ISR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,6.51,1.55,-4.03,0
264072,132139,Amiri Prasad Yadav,M,25.0,157.0,51.0,Nepal,NEP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-22.19,-20.62,0.28,0
264113,132164,Mohamed Babiker Yagoub Adam,M,18.0,181.0,62.0,Sudan,SUD,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,,-0.06,-13.31,-7.95,0
264114,132164,Mohamed Babiker Yagoub Adam,M,23.0,181.0,62.0,Sudan,SUD,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,-0.49,-14.45,-3.03,0
264138,132177,Mohammad Anas Yahiya,M,21.0,177.0,69.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,-3.9,-5.48,-5.61,0
264139,132177,Mohammad Anas Yahiya,M,21.0,177.0,69.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,-3.9,-5.48,-5.61,0
264142,132180,Ibrahim Dahman Al-Asiri Yahya,M,30.0,180.0,75.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-1.06,-0.31,4.05,0
264173,132199,Dmytro Valeriyovych Yakovenko,M,23.0,192.0,70.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,11.1,-4.48,-3.61,0
264182,132205,Boris Aleksandrovich Yakovlev,M,35.0,173.0,63.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,,-6.5,-9.07,10.14,0
264184,132207,Pavel Kuzmich Yakovlev,M,22.0,183.0,76.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,3.5,3.93,-2.86,0
264273,132252,Hiroomi Yamada,M,22.0,181.0,74.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,2.45,1.54,-3.3,0
264274,132252,Hiroomi Yamada,M,26.0,181.0,74.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,1.93,1.12,0.77,0
264275,132252,Hiroomi Yamada,M,26.0,181.0,74.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,1.93,1.12,0.77,0
264319,132276,Ryota Yamagata,M,20.0,177.0,70.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,-4.84,-6.87,-6.29,0
264320,132276,Ryota Yamagata,M,20.0,177.0,70.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,-4.84,-6.87,-6.29,0
264321,132276,Ryota Yamagata,M,24.0,177.0,70.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,-3.9,-4.48,-2.61,0
264322,132276,Ryota Yamagata,M,24.0,177.0,70.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,-3.9,-4.48,-2.61,1
264349,132291,Toichi Yamaguchi,M,22.0,179.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0.45,-7.46,-3.3,0
264352,132293,Yuki Yamaguchi,M,20.0,174.0,63.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,-7.62,-13.88,-6.17,0
264353,132293,Yuki Yamaguchi,M,20.0,174.0,63.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,-7.62,-13.88,-6.17,0
264399,132316,Ryo Yamamoto,M,28.0,173.0,60.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,,-8.84,-16.87,1.71,0
264413,132322,Seito Yamamoto,M,20.0,181.0,70.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,-0.84,-6.87,-6.29,0
264414,132322,Seito Yamamoto,M,24.0,181.0,70.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,0.1,-4.48,-2.61,0
264442,132337,Takahiko Yamamura,M,21.0,176.0,68.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,-5.49,-8.45,-5.03,0
264443,132337,Takahiko Yamamura,M,21.0,176.0,68.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,-5.49,-8.45,-5.03,0
264509,132367,Kohei Yamashita,M,21.0,179.0,69.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,,-1.9,-5.48,-5.61,0
264513,132371,Norifumi Yamashita,M,26.0,178.0,66.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,,-1.68,-7.07,0.7,0
264514,132371,Norifumi Yamashita,M,29.0,178.0,66.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,,-2.32,-7.85,3.4,0
264531,132379,Kenji Yamauchi,M,24.0,178.0,65.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,-1.68,-8.07,-1.3,0
264532,132379,Kenji Yamauchi,M,24.0,178.0,65.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.68,-8.07,-1.3,0
264533,132379,Kenji Yamauchi,M,24.0,178.0,65.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,-1.68,-8.07,-1.3,0
264556,132388,Kazuhiko Yamazaki,M,21.0,174.0,66.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,-6.32,-7.85,-4.6,0
264557,132388,Kazuhiko Yamazaki,M,25.0,174.0,66.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,,-7.06,-9.31,-0.95,0
264558,132388,Kazuhiko Yamazaki,M,29.0,174.0,66.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,,-7.49,-10.45,2.97,0
264577,132397,Yuki Yamazaki,M,20.0,178.0,62.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,,-3.62,-14.88,-6.17,0
264578,132397,Yuki Yamazaki,M,20.0,178.0,62.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,,-3.62,-14.88,-6.17,0
264579,132397,Yuki Yamazaki,M,24.0,178.0,62.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,,-3.57,-14.73,-2.18,0
264580,132397,Yuki Yamazaki,M,24.0,178.0,62.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,,-3.57,-14.73,-2.18,0
264581,132397,Yuki Yamazaki,M,28.0,178.0,62.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,-3.84,-14.87,1.71,0
264649,132432,Satoshi Yanagisawa,M,29.0,171.0,63.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,,-10.49,-13.45,2.97,0
264670,132445,Ivo Todorov Yanchev,M,19.0,186.0,78.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,,6.5,5.93,-5.86,0
264692,132457,Yordan Yanev,M,25.0,180.0,74.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0.5,1.93,0.14,0
264700,132460,Enzo Diego Yez Jhonson,M,30.0,174.0,63.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,-6.9,-11.48,3.39,0
264717,132469,"Yang Chuan-Kwang ""C. K.""",M,27.0,180.0,80.0,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,Silver,1.53,7.56,1.95,1
264718,132469,"Yang Chuan-Kwang ""C. K.""",M,31.0,180.0,80.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,1.45,7.54,5.7,0
264719,132469,"Yang Chuan-Kwang ""C. K.""",M,31.0,180.0,80.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,1.45,7.54,5.7,0
264757,132490,Yang Guang,M,25.0,185.0,73.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,5.32,-0.07,-0.3,0
264886,132548,Yang Weimin,M,26.0,185.0,72.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,,5.81,0.38,1.28,0
264932,132564,Yang Yansheng,M,24.0,190.0,75.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,8.16,-1.87,-2.29,0
264933,132565,Yang Yaozu,M,23.0,187.0,74.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,,5.38,-2.88,-3.17,0
264946,132572,Yang Yongjian,M,27.0,177.0,65.0,China,CHN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,,-4.49,-11.45,0.97,0
